"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XTC27MZ6","book","2013","Simpser, Alberto","Why Governments and Parties Manipulate Elections: Theory, Practice, and Implications","","978-1-139-34382-4 978-1-107-03054-1 978-1-107-44868-1","","10.1017/CBO9781139343824","https://www.cambridge.org/core/product/identifier/9781139343824/type/book","Why do parties and governments cheat in elections they cannot lose? This book documents the widespread use of blatant and excessive manipulation of elections and explains what drives this practice. Alberto Simpser shows that, in many instances, elections are about more than winning. Electoral manipulation is not only a tool used to gain votes, but also a means of transmitting or distorting information. This manipulation conveys an image of strength, shaping the behavior of citizens, bureaucrats, politicians, parties, unions and businesspeople to the benefit of the manipulators, increasing the scope for the manipulators to pursue their goals while in government and mitigating future challenges to their hold on power. Why Governments and Parties Manipulate Elections provides a general theory about what drives electoral manipulation and empirically documents global patterns of manipulation.","2013-03-18","2023-05-02 01:02:02","2023-08-24 01:31:59","2023-05-02 01:02:02","","","","","","","Why Governments and Parties Manipulate Elections","","","","","Cambridge University Press","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/8F387XSD/Simpser - 2013 - Why Governments and Parties Manipulate Elections .pdf","","Russia; NS3401; Russia - Putin Regime","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XX733N7","journalArticle","","Levy, Clifford J","Still Married, With Children, but in Russian","The New York Times","","","","","","","2023-04-27 01:20:36","2023-08-24 01:30:45","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/M75B3LLU/Levy - Still Married, With Children, but in Russian.pdf","","Russia; NS3401; Russia - Putin Regime; Russia - Media","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XU7LFZ92","journalArticle","","June, NEIL MacFARQUHAR","On TV, Putin Plays the Role He Likes Best: Russia’s Mr. Fix-It","The New York Times","","","","","","","2023-04-27 01:20:37","2023-08-24 01:29:18","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/WZ29DSHS/June - On TV, Putin Plays the Role He Likes Best Russia’.pdf","","Russia; NS3401; Russia - Putin Regime; Russia - Media","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7NFKPBU","book","2016","Paul, Christopher; Matthews, Miriam","The Russian ""Firehose of Falsehood"" Propaganda Model: Why It Might Work and Options to Counter It","","","","10.7249/PE198","http://www.rand.org/pubs/perspectives/PE198.html","","2016","2023-04-27 01:20:35","2023-08-24 00:00:24","2023-04-27 01:20:35","","","","","","","The Russian ""Firehose of Falsehood"" Propaganda Model","","","","","RAND Corporation","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/KFWVYQZT/Paul and Matthews - 2016 - The Russian Firehose of Falsehood Propaganda Mod.pdf","","Russia; NS3401; Russia - Putin Regime; Russia - Media","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBGQL7UI","bookSection","2021","Sharafutdinova, Gulnaz","MMM for VVP: Building the Modern Media Machine","The Red Mirror","978-0-19-750293-8 978-0-19-750297-6","","10.1093/oso/9780197502938.003.0006","https://academic.oup.com/book/33438/chapter/287698912","Putin’s leadership is constructed through media. This chapter explores the key points in the development of the Kremlin-controlled media               machine               , including the key actors, central mechanisms, and the dominant ideological frames. The chapter makes an argument that the media machine evolved in response to arising political challenges such as Ukraine’s 2004 “Orange revolution,” the 2011–2012 public protests in Russia, and the new standoff with the West after the 2014 annexation of Crimea.","2021-01-14","2023-04-27 01:20:42","2023-08-23 23:56:11","2023-04-27 01:20:42","133-149","","","","","","MMM for VVP","","","","","Oxford University Press","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/3TQQV9I8/Sharafutdinova - 2021 - MMM for VVP Building the Modern Media Machine.pdf","","Russia; NS3401; Russia - Putin Regime; Russia - Media","","","","","","","Sharafutdinova, Gulnaz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"828QWP4U","journalArticle","2008","Darden, Keith","The Integrity of Corrupt States: Graft as an Informal State Institution","Politics & Society","","0032-3292, 1552-7514","10.1177/0032329207312183","http://journals.sagepub.com/doi/10.1177/0032329207312183","This article argues that corrupt practices such as bribery and embezzlement, which scholars have previously assumed to be evidence of the breakdown of the state, may reinforce the state's administrative hierarchies under certain conditions. Drawing on a cross-national analysis of 132 countries and a detailed examination of the informal institutions of official graft in Ukraine, the article finds that where graft is systematically tracked, monitored, and granted by state leaders as an informal payment in exchange for compliance, it provides both an added incentive to obey leaders' directives and the potent sanction of criminal prosecution in the event of disobedience. Where graft is informally institutionalized in this way, it provides the basis for state organizations that are effective at collecting taxes, maintaining public order, and repressing political opposition but that may undermine the development of liberal politics.","2008-03","2023-04-25 03:47:51","2023-08-23 23:51:11","2023-04-25 03:47:51","35-59","","1","36","","Politics & Society","The Integrity of Corrupt States","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/2HT569HM/0425 Darden - The Integrity of Corrupt States.pdf","","Russia; Russia - Putin Regime; Russia - Corruption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YZVI3T5U","journalArticle","2007","Treisman, Daniel","Putin's Silovarchs","Orbis","","00304387","10.1016/j.orbis.2006.10.013","https://linkinghub.elsevier.com/retrieve/pii/S0030438706001141","Since the late 1990s, most of Boris Yeltsin’s oligarchs have left the political stage. In their place, a new business elite has sprung up, most from the network of security service and law enforcement veterans known as the siloviki (roughly, ‘‘power agents’’) who form the backbone of President Putin’s administration. Indeed, the security forces’ takeover of corporate boardrooms is coming to deﬁne Putin’s regime. Silovarchs can deploy intelligence networks, state prosecutors, and armed force to intimidate or expropriate business rivals. Their temptation to use secret service tools and techniques predisposes the regime toward authoritarian politics. Western policy towards Russia will have to recognize these realities. The most promising path toward authentic democracy in Russia involves the cooptation of leading siloviki into the international business world.","2007-12","2023-04-20 00:21:20","2023-08-23 23:50:18","2023-04-20 00:21:20","141-153","","1","51","","Orbis","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/LNDHRP53/0420 Treisman - Putin’s Silovarchs.pdf","","Russia; NS3401; Russia - Putin Regime","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATI6GHQE","journalArticle","2010","Sakwa, Richard","The Dual State in Russia","Post-Soviet Affairs","","1060-586X, 1938-2855","10.2747/1060-586X.26.3.185","https://www.tandfonline.com/doi/full/10.2747/1060-586X.26.3.185","Russia today is characterized by two competing political orders. The first is the constitutional state, regulated by law and enshrining the normative values of the democratic movement of the late Soviet period and contemporary liberal democracies, populated by political parties, parliament, and representative movements and regulated by electoral and associated laws. The second is the administrative regime, which has emerged as a tutelary order standing outside the normative state although not repudiating its principles. Drawing on the political science literature to develop a dual-state model, this article examines the regime system—its constituent elements and dynamics—to provide a better theorized framework for understanding the ­dynamics of regime politics.","2010-07","2023-04-20 00:21:19","2023-08-23 23:48:22","2023-04-20 00:21:19","185-206","","3","26","","Post-Soviet Affairs","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/6RI4TYSJ/0420 Sakwa - The Dual State in Russia.pdf","","Russia; NS3401; Russia - Putin Regime","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TDC43HD9","journalArticle","2014","Petrov, Nikolay; Lipman, Maria; Hale, Henry E.","Three dilemmas of hybrid regime governance: Russia from Putin to Putin","Post-Soviet Affairs","","1060-586X, 1938-2855","10.1080/1060586X.2013.825140","http://www.tandfonline.com/doi/abs/10.1080/1060586X.2013.825140","","2014-01-02","2023-04-30 08:02:16","2023-08-23 23:47:13","2023-04-30 08:02:16","1-26","","1","30","","Post-Soviet Affairs","Three dilemmas of hybrid regime governance","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/B8223G69/0418 Petrov Et Al - Three dilemmas of hybrid regime governance.pdf","","Russia; NS3401; Russia - Putin Regime","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUUD6ADL","journalArticle","2009","Andreas Schedler","Authoritarianism's Last Line of Defense","Journal of Democracy","","1086-3214","10.1353/jod.0.0137","http://muse.jhu.edu/content/crossref/journals/journal_of_democracy/v021/21.1.schedler.html","","2009","2023-04-30 07:47:12","2023-08-23 23:45:15","2023-04-30 07:47:12","69-80","","1","21","","Journal of Democracy","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/V5CCPB8B/0418 Schedler - Authoritarianisms Last Line of Defense.pdf","","Russia; NS3024; Russia - Putin Regime","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNP7YRP9","journalArticle","","Putin, Vladimir","Russia at the Turn of the Millenium","","","","","","","","2023-08-23 23:39:52","2023-08-23 23:40:48","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/XGULEFLU/Putin - RUSSIA AT THE TURN OF THE MILLENNIUM.pdf","","Russia; NS3401; Russia - Transition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JZRQMMWH","book","2015","Gel’Man, Vladimir","Authoritarian Russia: Analyzing Post-Soviet Regime Changes","","978-0-8229-8093-3 978-0-8229-6368-4","","10.2307/j.ctt155jmv1","http://www.jstor.org/stable/10.2307/j.ctt155jmv1","","2015-07-01","2023-04-30 00:44:14","2023-08-23 23:37:55","2023-04-30 00:44:14","","","","","","","Authoritarian Russia","","","","","University of Pittsburgh Press","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/I8AZNAY6/Gelman Ch.4.pdf","","Russia; NS3401; Russia - Transition; Russia - Putin Regime","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MJZ9DUCN","book","2004","Jack, Andrew","Inside Putin's Russia: Can There Be Reform Without Democracy?","","978-1-86207-640-2","","","","","2004","2023-04-27 23:10:41","2023-08-23 23:36:03","","","350","","","","","","","","","","Granta","London","","","","","","Library of Congress ISBN","DK510.763 .J33 2004b","OCLC: ocm53709643","","/Users/jonathan/Zotero/storage/8GXLDXCC/0413 Jack - Inside Putins Russia.pdf","","Russia; NS3401; Russia - Putin Regime","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3LBWR9WT","webpage","","","Putin's Way","FRONTLINE","","","","https://www.pbs.org/wgbh/frontline/documentary/putins-way/","Watch FRONTLINE's documentary investigating Vladimir Putin's rise and accusations of criminality and corruption that have surrounded his reign in Russia.","","2023-04-29 23:50:01","2023-08-23 23:35:27","2023-04-29 23:50:01","","","","","","","","","","","","","","en-US","","","","","","","","","/Users/jonathan/Zotero/storage/HKU9Y8XT/putins-way.html","","Russia; NS3401; Russia - Putin Regime","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"285UGQ8X","journalArticle","2005","Hale, Henry E.","The Makeup and Breakup of Ethnofederal States: Why Russia Survives Where the USSR Fell","Perspectives on Politics","","1537-5927, 1541-0986","10.1017/S153759270505005X","http://www.journals.cambridge.org/abstract_S153759270505005X","","2005-03","2023-04-11 16:32:35","2023-08-23 23:33:49","2023-04-11 16:32:35","","","01","3","","PPS","The Makeup and Breakup of Ethnofederal States","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/D9CFWVHC/0411 Hale - The Makeup and Breakup of Ethnofederal States- Why Russia Survives Where the USSR Fell.pdf","","Russia; NS3401; Russia - Transition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KXR36N24","book","2006","Smith, Sebastian","Allah's mountains: the battle for Chechnya","","978-1-85043-979-0","","","","","2006","2023-04-11 16:13:37","2023-08-23 23:31:56","","","288","","","","","Allah's mountains","","","","","TPP","London ; New York","","","","","","Library of Congress ISBN","DK511.C37 S6 2006","","","/Users/jonathan/Zotero/storage/S6N7MQYT/0411 Smith - Allahs Mountains Ch4 The Chechen Wolf.pdf","","Russia; NS3401; Russia - Transition; Russia - Chechnya","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQD9FGCI","book","2008","Colton, Timothy J.","Yeltsin: a life","","978-0-465-01271-8","","","","","2008","2023-04-11 16:12:50","2023-08-23 23:29:09","","","616","","","","","Yeltsin","","","","","Basic Books","New York","","","","","","Library of Congress ISBN","DK290.3.Y45 C65 2008","OCLC: ocn176893828","","/Users/jonathan/Zotero/storage/A9AEG6E3/0411 Colton - Yeltsin A Life.pdf","","Russia; NS3401; Russia - Transition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
